ensgene,length,SRR493366,SRR493367,SRR493368,SRR493369,SRR493370,SRR493371
ENSG00000107130,5289,2054,2405,3035,1813,1965,2331
ENSG00000148357,20363,1,3,2,0,0,1
ENSG00000130707,3050,384,459,540,123,171,161
ENSG00000107164,5507,1163,1291,1681,906,1012,1135
ENSG00000130711,2476,1,3,1,4,1,2
ENSG00000130713,4240,274,288,415,242,267,300
ENSG00000097007,6276,2469,2784,3597,2497,2709,3175
ENSG00000188710,1658,7,6,3,4,6,7
ENSG00000130720,3831,255,355,443,467,476,643
ENSG00000050555,7594,0,0,1,0,0,1
ENSG00000126878,5299,2,2,8,0,3,2
ENSG00000126883,13062,769,834,1079,739,763,906
ENSG00000126882,5499,18,14,20,21,37,38
ENSG00000160539,2430,16,25,35,10,14,14
ENSG00000130723,12293,3095,3319,4365,1707,1871,2222
ENSG00000130714,6067,552,595,846,756,838,1028
ENSG00000130717,2688,329,353,532,442,491,607
ENSG00000107263,7002,1345,1597,1985,1985,2215,2430
ENSG00000160563,2107,323,382,481,331,345,415
ENSG00000196358,7845,51,63,87,152,154,187
ENSG00000107290,12140,1432,1631,1881,2726,3093,3590
ENSG00000125482,3215,158,188,210,185,201,248
ENSG00000188523,2147,0,1,0,2,5,6
ENSG00000125492,2341,0,2,0,0,2,0
ENSG00000125485,5546,210,224,279,227,266,295
ENSG00000125484,9043,708,814,977,987,1130,1266
ENSG00000165695,2731,0,1,2,3,3,2
ENSG00000165698,2823,44,56,71,24,47,56
ENSG00000165699,9911,833,889,1161,1017,1047,1256
ENSG00000165702,2872,0,0,1,0,0,0
ENSG00000148308,3592,542,624,817,546,597,674
ENSG00000170835,2681,2,3,5,4,1,8
ENSG00000160271,7624,415,458,643,742,751,997
ENSG00000148288,3713,24,17,32,37,27,39
ENSG00000171102,1135,0,0,0,0,0,0
ENSG00000175164,6354,0,0,0,0,0,0
ENSG00000148296,4626,469,594,683,612,625,762
ENSG00000148297,7224,552,593,795,493,496,606
ENSG00000148303,2242,10447,11428,14342,9236,10229,11844
ENSG00000148290,1761,163,178,238,275,251,306
ENSG00000148291,1008,74,109,129,87,111,120
ENSG00000148248,3446,7839,9170,11821,9742,10782,12234
ENSG00000198870,4408,1,5,7,2,14,12
ENSG00000148300,2654,435,483,654,646,681,812
ENSG00000160323,5708,22,19,27,34,36,48
ENSG00000160325,3520,181,172,196,398,408,484
ENSG00000160326,3540,192,173,238,218,247,327
ENSG00000187616,1008,0,0,0,0,0,0
ENSG00000197859,4677,0,1,2,2,1,0
ENSG00000196990,1353,0,1,0,1,1,0
ENSG00000123454,2764,6,6,4,3,2,4
ENSG00000123453,5120,73,85,92,25,24,32
ENSG00000160293,5682,691,758,983,1063,1070,1312
ENSG00000169925,6876,453,459,606,740,742,975
ENSG00000196363,3629,520,674,846,498,550,647
ENSG00000186350,10814,783,792,1134,1095,1082,1380
ENSG00000130635,11189,18629,20129,26277,18409,21393,22299
ENSG00000160339,1057,0,0,0,0,0,0
ENSG00000085265,4981,0,0,0,0,0,0
ENSG00000130558,6302,10,11,19,12,23,13
ENSG00000196422,5276,228,237,299,340,394,516
ENSG00000160345,1864,30,39,55,38,51,79
ENSG00000122140,2464,346,433,565,463,441,566
ENSG00000160349,781,0,0,0,0,0,0
ENSG00000122136,1022,0,0,0,0,0,0
ENSG00000122133,1454,0,0,0,0,0,0
ENSG00000204007,1526,0,0,0,0,0,0
ENSG00000148386,1105,0,0,0,0,0,0
ENSG00000165643,1987,0,0,0,0,0,0
ENSG00000107147,11656,0,0,0,0,1,0
ENSG00000130559,8642,977,1192,1430,1153,1349,1553
ENSG00000130560,2979,370,441,588,517,557,620
ENSG00000148411,7212,1239,1415,1850,2226,2516,2816
ENSG00000238227,3396,664,708,967,1308,1270,1681
ENSG00000107187,3089,0,0,0,0,0,0
ENSG00000165661,4530,552,550,781,255,275,331
ENSG00000279813,1228,0,0,0,0,0,0
ENSG00000260220,4811,0,0,0,0,0,0
ENSG00000160360,4950,1564,1783,2296,1847,2169,2456
ENSG00000213221,3144,1,1,5,2,9,5
ENSG00000187796,6699,35,45,54,38,38,49
ENSG00000165684,5010,264,251,353,470,480,645
ENSG00000165689,3133,396,469,576,527,555,713
ENSG00000165688,6590,1072,1242,1665,995,1107,1284
ENSG00000148384,3394,208,221,293,305,304,409
ENSG00000148396,9975,2713,3056,4026,3333,3662,4161
ENSG00000148400,9880,640,659,993,1577,1517,2034
ENSG00000172889,2553,76,80,85,113,152,188
ENSG00000169692,1798,477,494,680,683,762,913
ENSG00000165716,2704,15,15,25,23,29,27
ENSG00000187922,4263,0,0,0,0,0,0
ENSG00000204003,2651,0,0,0,0,0,0
ENSG00000267206,1681,0,0,0,0,0,0
ENSG00000204001,3038,0,0,0,0,0,0
ENSG00000177984,2887,0,0,0,0,0,0
ENSG00000244187,1443,98,122,134,123,124,133
ENSG00000272896,735,0,0,0,0,0,0
ENSG00000213213,2964,8,4,13,14,9,13
ENSG00000196642,10350,1329,1471,1973,1280,1482,1773
ENSG00000232434,4387,75,84,112,73,72,84
ENSG00000054148,1612,647,743,897,1000,1097,1262
ENSG00000177943,5469,38,23,44,39,39,34
ENSG00000107223,1200,2178,2394,3003,2046,2207,2428
ENSG00000127191,3663,192,165,253,152,167,217
ENSG00000159069,3252,1234,1361,1849,1603,1714,2150
ENSG00000176919,1024,0,1,0,2,5,4
ENSG00000184925,2819,0,0,0,0,0,0
ENSG00000107317,2378,20,16,25,35,39,62
ENSG00000214402,4052,1,0,0,2,3,2
ENSG00000148362,1367,116,135,186,88,87,94
ENSG00000169583,1177,4,4,8,2,0,2
ENSG00000107331,11514,839,953,1287,1233,1351,1640
ENSG00000180549,2584,0,0,1,0,0,0
ENSG00000279073,890,0,0,0,0,0,0
ENSG00000107281,2737,735,823,1029,1185,1268,1401
ENSG00000054179,2633,0,3,0,2,3,1
ENSG00000186193,3848,121,130,170,16,18,19
ENSG00000197355,5283,212,257,355,437,392,552
ENSG00000177239,8331,1267,1385,1847,1526,1607,1954
ENSG00000176978,2820,540,676,832,1241,1278,1656
ENSG00000176884,6729,3,2,3,6,2,4
ENSG00000184709,1209,0,0,0,1,0,0
ENSG00000261793,460,0,0,0,0,0,0
ENSG00000185863,1139,0,0,0,0,0,0
ENSG00000176248,5447,463,504,582,592,679,807
ENSG00000176101,1183,546,653,860,764,830,1041
ENSG00000176058,5338,196,214,300,250,259,312
ENSG00000187713,1557,359,456,576,565,576,719
ENSG00000188566,2851,131,192,246,206,203,268
ENSG00000212864,1150,14,17,17,20,18,27
ENSG00000197191,1297,4,12,8,14,26,17
ENSG00000233198,1798,0,2,0,4,3,5
ENSG00000198569,2303,0,1,6,6,7,5
ENSG00000188229,2111,4686,5642,7392,2657,2731,3395
ENSG00000188163,1801,1,0,1,2,3,1
ENSG00000197768,1611,0,1,0,0,0,0
ENSG00000188986,2698,926,977,1259,1175,1246,1503
ENSG00000198113,4148,1471,1714,2202,1783,1812,2305
ENSG00000198435,1770,2,1,0,7,4,8
ENSG00000187609,7626,80,84,112,105,102,153
ENSG00000188747,1678,0,1,0,5,1,3
ENSG00000188833,2836,0,0,1,0,0,1
ENSG00000165802,4915,802,916,1123,1440,1535,1988
ENSG00000130653,9976,29,12,28,42,49,61
ENSG00000182154,1262,431,420,604,579,579,686
ENSG00000148399,4475,161,234,272,199,222,242
ENSG00000165724,2372,238,247,329,299,344,371
ENSG00000197070,3821,159,180,234,293,316,406
ENSG00000181090,16291,745,885,1119,989,1057,1229
ENSG00000148408,9897,1,2,5,0,6,0
ENSG00000250210,723,0,0,0,0,0,0
ENSG00000177951,3868,862,1005,1299,993,1148,1269
ENSG00000188076,431,0,0,0,0,0,0
ENSG00000177947,3110,0,0,0,0,0,0
ENSG00000177963,6685,2130,2463,3129,2121,2403,2815
ENSG00000142082,5202,111,141,174,121,140,165
ENSG00000185627,4767,1635,1922,2399,1776,1901,2270
ENSG00000174885,3207,0,1,0,1,0,0
ENSG00000142102,5260,40,69,76,81,97,102
ENSG00000206013,736,0,0,0,0,0,0
ENSG00000185201,1543,803,908,1222,923,1065,1194
ENSG00000185885,1080,78,88,116,238,294,311
ENSG00000142089,1348,2252,2421,3059,3474,4000,4299
ENSG00000182272,3761,340,377,443,420,473,554
ENSG00000184363,3787,18,26,20,5,8,5
ENSG00000185187,3496,71,85,113,85,105,134
ENSG00000185101,6207,2,1,2,1,4,5
ENSG00000174915,6113,589,644,875,608,696,789
ENSG00000023191,7374,2251,2537,3371,2501,2632,3145
ENSG00000174775,1854,572,619,788,731,673,877
ENSG00000161328,2769,31,29,40,60,70,79
ENSG00000185522,2934,2,3,4,7,5,13
ENSG00000099849,2492,77,103,123,65,68,75
ENSG00000070047,5769,962,1072,1417,1000,1070,1296
ENSG00000185507,2628,32,56,47,72,61,92
ENSG00000099834,3873,2,2,2,1,1,1
ENSG00000070031,366,1,1,1,0,0,1
ENSG00000069696,1477,4,3,1,1,2,3
ENSG00000177030,4452,313,369,503,468,580,644
ENSG00000177106,5693,242,220,318,192,192,262
ENSG00000177042,4071,190,203,267,247,262,307
ENSG00000177156,3005,2393,2828,3503,2753,3129,3678
ENSG00000177225,5510,727,869,1004,780,864,1049
ENSG00000184524,1649,122,129,174,101,110,125
ENSG00000177542,4647,515,561,749,344,391,426
ENSG00000274897,1680,11,13,18,12,18,18
ENSG00000177595,5869,163,144,220,406,411,467
ENSG00000177600,1955,4348,5207,6252,4584,4719,5473
ENSG00000177666,3843,852,928,1231,1442,1583,1926
ENSG00000177685,3913,11,5,8,5,7,4
ENSG00000177697,3938,6743,7419,9516,7614,8564,9995
ENSG00000177700,1142,1791,2025,2650,2028,2132,2511
ENSG00000214063,5841,1738,1951,2614,2507,2582,2965
ENSG00000177830,5984,1021,1138,1343,1370,1420,1673
ENSG00000183020,9638,1404,1545,2168,1678,1895,2147
ENSG00000184956,8428,0,2,0,0,0,1
ENSG00000215182,17448,1,3,4,4,4,5
ENSG00000117983,18598,0,0,0,0,0,0
ENSG00000078902,5983,687,744,963,1083,1133,1476
ENSG00000174672,6903,10,18,16,22,35,31
ENSG00000182208,4518,212,230,318,367,396,483
ENSG00000184545,4616,96,111,139,31,45,45
ENSG00000278919,2175,0,0,0,0,1,0
ENSG00000205869,942,0,0,0,0,0,0
ENSG00000205867,1118,0,0,0,0,0,0
ENSG00000196224,899,0,0,0,0,0,0
ENSG00000241598,1181,0,0,0,0,0,0
ENSG00000185940,933,0,0,0,0,0,0
ENSG00000205864,561,0,0,0,0,0,0
ENSG00000244242,4784,35,28,28,85,65,90
ENSG00000250644,997,1,0,1,0,0,1
ENSG00000117984,2999,2009,2114,2834,3609,3626,4626
ENSG00000149043,4704,0,0,0,0,0,0
ENSG00000130598,1082,0,0,0,0,0,0
ENSG00000130592,5399,0,2,0,0,1,1
ENSG00000184682,1710,0,0,0,0,0,0
ENSG00000130595,2567,0,0,0,0,0,0
ENSG00000214026,2975,89,80,109,73,69,79
ENSG00000167244,6979,280,329,370,1101,1070,1380
ENSG00000129965,2413,0,0,0,0,0,0
ENSG00000254647,776,0,0,0,0,0,0
ENSG00000180176,3243,0,0,0,0,1,0
ENSG00000183734,1852,0,0,0,0,0,0
ENSG00000110665,4199,0,0,0,0,0,0
ENSG00000064201,3793,4,2,5,3,1,3
ENSG00000110651,7394,5154,5580,7336,7264,8088,9310
ENSG00000184281,2659,407,509,633,555,630,725
ENSG00000070985,3962,0,0,0,0,0,0
ENSG00000053918,3971,0,0,0,0,0,0
ENSG00000129757,2586,35,30,31,63,72,92
ENSG00000254827,1782,1,3,1,2,2,5
ENSG00000110628,5316,130,150,196,262,277,310
ENSG00000181649,955,1099,1257,1599,1439,1437,1836
ENSG00000205531,5200,1339,1599,2020,1964,2177,2473
ENSG00000110619,10037,1558,1677,2044,1151,1389,1488
ENSG00000021762,7466,604,627,784,656,671,851
ENSG00000182170,870,0,0,0,0,0,0
ENSG00000184350,1409,0,0,0,0,0,0
ENSG00000005801,5709,115,141,165,290,324,436
ENSG00000167311,1691,1,0,0,3,0,2
ENSG00000129744,1467,0,0,0,0,0,0
ENSG00000129749,2703,8,7,10,3,8,6
ENSG00000110713,9905,1751,2101,2609,2059,2336,2592
ENSG00000148985,3781,184,182,227,168,173,169
ENSG00000177105,1782,547,660,782,425,416,542
ENSG00000167323,7130,564,625,924,863,926,1043
ENSG00000167325,4177,1139,1471,1872,750,931,969
ENSG00000280253,945,0,0,0,0,0,0
ENSG00000132109,1929,176,225,253,223,259,330
ENSG00000181963,1067,0,0,0,0,0,0
ENSG00000196778,1030,0,0,0,0,0,0
ENSG00000197790,954,0,0,0,0,0,0
ENSG00000171987,654,0,0,0,0,0,0
ENSG00000226288,1115,0,0,0,0,0,0
ENSG00000232268,1050,0,0,0,0,0,0
ENSG00000167333,4282,135,150,226,109,119,132
ENSG00000197428,1124,0,0,0,0,0,0
ENSG00000180785,3614,0,0,0,0,0,0
ENSG00000167332,2872,11,16,18,0,5,3
ENSG00000167346,1308,0,1,0,0,0,1
ENSG00000188069,939,0,0,0,0,0,0
ENSG00000176937,948,0,0,0,0,0,0
ENSG00000176925,1029,0,0,0,0,0,0
ENSG00000176922,972,0,0,0,0,0,0
ENSG00000176904,909,0,0,0,0,0,0
ENSG00000176900,1065,0,0,0,0,0,0
ENSG00000176895,939,0,0,0,0,0,0
ENSG00000176893,945,0,0,0,0,0,0
ENSG00000176879,966,0,0,0,0,0,0
ENSG00000205497,942,0,0,0,0,0,0
ENSG00000205496,942,0,0,0,0,0,0
ENSG00000176798,948,0,0,0,0,0,0
ENSG00000205495,936,0,0,0,0,0,0
ENSG00000176787,978,0,0,0,0,0,0
ENSG00000171944,951,0,0,0,0,0,0
ENSG00000182070,1779,0,0,0,0,0,0
ENSG00000176742,966,0,0,0,0,0,0
ENSG00000244734,1179,0,0,0,0,0,0
ENSG00000223609,1062,7,5,6,2,8,4
ENSG00000213934,808,0,0,0,0,0,0
ENSG00000196565,2241,0,1,0,1,0,1
ENSG00000279824,411,0,0,0,0,0,0
ENSG00000279346,411,0,0,0,0,0,0
ENSG00000213931,928,1,0,1,0,2,1
ENSG00000183251,983,0,0,0,0,0,0
ENSG00000184881,939,0,0,0,0,0,0
ENSG00000242180,939,0,0,0,0,0,0
ENSG00000176239,939,0,0,0,0,0,0
ENSG00000184698,981,0,1,0,0,0,0
ENSG00000184321,951,0,0,0,0,0,0
ENSG00000167360,1096,0,0,0,0,0,0
ENSG00000167359,945,0,0,0,0,0,0
ENSG00000187918,939,0,0,0,0,0,0
ENSG00000181609,1065,0,0,0,0,0,0
ENSG00000175520,2440,0,0,0,0,0,0
ENSG00000175518,2313,4,4,3,0,6,0
ENSG00000181616,963,0,0,0,0,0,0
ENSG00000187747,1008,0,0,0,0,0,0
ENSG00000121236,3947,46,53,65,9,23,9
ENSG00000258588,3391,0,0,0,0,0,0
ENSG00000258659,2690,0,0,0,0,2,0
ENSG00000132256,4804,557,593,741,783,840,963
ENSG00000132274,6020,631,690,940,1441,1620,1938
ENSG00000181023,975,0,0,0,0,0,0
ENSG00000181074,1037,0,0,0,0,0,0
ENSG00000181009,1034,0,0,0,0,0,0
ENSG00000181001,963,0,0,0,0,0,0
ENSG00000180988,1035,0,0,0,0,0,0
ENSG00000205409,982,0,0,0,0,0,0
ENSG00000183269,1061,0,0,0,0,0,0
ENSG00000180974,1030,0,0,0,0,0,0
ENSG00000277932,1314,0,0,0,0,0,0
ENSG00000184478,1022,0,0,0,0,0,0
ENSG00000188691,946,0,0,0,0,0,0
ENSG00000183313,1094,0,0,0,0,0,0
ENSG00000183389,1209,0,0,0,0,0,0
ENSG00000180934,1071,0,0,0,0,0,0
ENSG00000180919,1152,0,0,0,0,1,0
ENSG00000255307,1079,0,0,0,0,0,0
ENSG00000175485,1114,0,0,0,0,0,0
ENSG00000180878,1142,0,5,2,0,1,0
ENSG00000051009,4736,201,241,314,260,279,329
ENSG00000132259,2167,0,1,2,0,0,1
ENSG00000110148,2655,0,0,0,0,0,0
ENSG00000170955,1672,1065,1296,1652,892,1026,1157
ENSG00000166311,2750,1669,1871,2537,2660,2934,3248
ENSG00000166313,5244,740,812,1023,684,769,868
ENSG00000110169,3631,6,4,8,14,20,9
ENSG00000110171,6710,246,242,365,315,320,438
ENSG00000132254,5312,791,937,1228,872,1062,1080
ENSG00000132286,3041,305,328,425,380,422,505
ENSG00000265264,884,0,0,1,0,0,0
ENSG00000179532,19629,49,49,68,80,77,73
ENSG00000132275,6922,203,227,268,177,211,259
ENSG00000166333,3484,61,55,76,51,68,91
ENSG00000166337,6103,474,504,624,546,554,695
ENSG00000166340,4901,1576,1563,2246,3330,3337,4160
ENSG00000166341,10765,519,619,771,538,683,848
ENSG00000158042,2276,722,840,1079,699,776,898
ENSG00000188124,1069,0,0,2,0,1,0
ENSG00000170803,951,0,0,0,0,0,0
ENSG00000184933,1157,0,0,1,0,0,3
ENSG00000166363,1054,0,0,0,0,0,0
ENSG00000170790,1053,0,0,0,1,0,0
ENSG00000170782,995,0,0,0,0,0,1
ENSG00000166368,1110,0,0,0,0,0,0
ENSG00000178358,1070,0,0,0,0,0,0
ENSG00000149054,4025,54,83,82,50,67,80
ENSG00000149050,2949,15,18,12,22,22,29
ENSG00000158077,3628,0,1,1,0,0,1
ENSG00000170748,1874,0,0,0,0,0,0
ENSG00000170743,4727,0,0,0,0,0,0
ENSG00000183801,3436,1,0,1,1,0,1
ENSG00000166387,9617,40,57,43,42,32,50
ENSG00000166394,8596,36,36,30,24,27,33
ENSG00000183378,2088,0,0,1,0,0,1
ENSG00000183303,1069,0,0,0,0,0,0
ENSG00000182334,936,0,0,0,0,0,0
ENSG00000175393,945,0,0,0,0,0,0
ENSG00000170683,1061,0,0,1,0,0,0
ENSG00000182261,2531,67,62,94,11,10,6
ENSG00000175390,9423,2372,2565,3451,2427,2687,3122
ENSG00000166402,6722,325,383,473,69,75,70
ENSG00000166405,7657,0,0,0,0,1,0
ENSG00000166407,1690,0,0,0,1,0,0
ENSG00000130413,7599,25,23,37,40,48,53
ENSG00000166436,10816,105,124,144,150,168,200
ENSG00000166441,7193,6672,7505,9232,7146,7928,8713
ENSG00000166444,14267,696,723,950,1043,1163,1404
ENSG00000166452,2300,251,261,317,335,361,418
ENSG00000176029,2607,1,2,0,1,1,6
ENSG00000176009,633,0,0,0,0,0,0
ENSG00000175348,3064,582,763,864,612,742,821
ENSG00000175352,4123,413,502,603,364,411,519
ENSG00000175356,7099,19,17,28,28,26,32
ENSG00000184014,8648,1805,2098,2665,1627,1922,2103
ENSG00000166471,4422,361,438,490,496,491,602
ENSG00000205339,7245,3530,4144,5121,4008,4654,5333
ENSG00000166478,4233,214,274,304,299,339,405
ENSG00000166483,9239,311,330,466,578,708,813
ENSG00000133789,7190,735,860,1133,878,1008,1105
ENSG00000133812,16767,809,841,1065,1004,1006,1173
ENSG00000148926,2718,867,962,1295,1411,1548,1858
ENSG00000133805,6793,386,403,487,612,631,812
ENSG00000255823,1303,20,31,21,22,35,22
ENSG00000110315,7820,554,583,692,403,525,563
ENSG00000133800,3515,0,0,0,0,1,0
ENSG00000072952,7700,835,1043,1132,403,614,487
ENSG00000198730,5562,1110,1289,1634,1330,1437,1707
ENSG00000110321,8655,22190,26006,32951,20389,23811,26838
ENSG00000236287,9029,385,457,558,387,459,591
ENSG00000110328,3627,145,149,197,233,221,323
ENSG00000254598,1416,7,7,9,13,14,10
ENSG00000170242,11158,1690,1979,2372,1830,2317,2478
ENSG00000050165,5059,14042,15905,20847,20481,23535,26084
ENSG00000133816,15809,9501,11270,13661,8087,9398,10506
ENSG00000133808,3448,26,42,36,49,33,60
ENSG00000197702,8294,3924,4658,5790,2830,3387,3639
ENSG00000187079,10379,4522,5221,6143,4245,4988,5561
ENSG00000189431,2530,0,0,0,0,0,0
ENSG00000133794,6726,143,173,233,263,263,321
ENSG00000148925,3495,680,710,880,625,764,833
ENSG00000152266,953,0,0,0,0,0,0
ENSG00000197601,7501,763,845,1101,609,654,809
ENSG00000262655,5102,40,56,55,57,63,78
ENSG00000133818,3453,1233,1450,1830,227,333,285
ENSG00000129083,5131,3536,4059,5122,4705,5604,6197
ENSG00000256206,1221,0,0,0,0,0,0
ENSG00000129084,3301,228,294,389,297,361,409
ENSG00000152270,11707,32,33,42,80,76,116
ENSG00000186104,4516,66,80,64,44,60,75
ENSG00000175868,3937,0,0,0,10,12,17
ENSG00000110680,2128,0,0,0,3,2,1
ENSG00000188487,3435,24,20,30,507,494,749
ENSG00000110693,19636,161,176,174,235,294,320
ENSG00000110696,8675,1766,2066,2520,2097,2424,2727
ENSG00000166689,9575,0,0,2,1,2,1
ENSG00000110700,2186,2908,3244,3962,2989,3398,3781
ENSG00000011405,9204,1122,1142,1418,1387,1711,1900
ENSG00000070081,8995,1245,1405,1867,940,1133,1166
ENSG00000188211,6438,86,123,137,241,230,283
ENSG00000187486,3204,0,0,0,0,0,0
ENSG00000006071,6778,0,0,0,0,0,0
ENSG00000006611,4904,0,1,0,0,0,0
ENSG00000188162,10709,0,0,0,0,0,0
ENSG00000129152,1801,0,0,0,0,0,0
ENSG00000129159,9842,6,5,8,14,16,18
ENSG00000129158,3502,39,70,83,41,49,81
ENSG00000129167,5626,0,0,1,0,2,1
ENSG00000166788,3070,144,147,190,93,95,111
ENSG00000148965,866,0,0,0,0,0,0
ENSG00000179826,1741,0,3,1,1,1,0
ENSG00000179817,1655,0,0,1,0,0,0
ENSG00000255071,743,0,0,0,0,0,0
ENSG00000134339,2227,0,0,0,0,0,0
ENSG00000173432,765,0,0,0,0,0,1
ENSG00000110756,6433,437,546,619,362,481,481
ENSG00000110768,6939,698,800,970,984,1054,1265
ENSG00000134333,6210,10324,12263,15410,6142,7034,7870
ENSG00000166796,2095,0,0,0,0,0,0
ENSG00000166800,2586,1,0,1,0,1,2
ENSG00000074319,3839,727,802,1006,1171,1266,1467
ENSG00000151116,5515,351,429,536,340,437,491
ENSG00000179119,6005,627,732,853,769,837,971
ENSG00000151117,4243,14,29,37,97,86,113
ENSG00000179057,4841,1,1,3,1,3,2
ENSG00000110786,5497,0,0,0,0,1,0
ENSG00000170255,1418,0,0,0,0,0,0
ENSG00000183695,2036,0,0,0,0,0,0
ENSG00000177054,7763,127,148,183,166,214,237
ENSG00000129170,1466,0,0,0,0,0,0
ENSG00000129173,4140,25,43,45,8,14,7
ENSG00000166833,14535,754,844,1076,189,185,202
ENSG00000109851,1380,0,0,0,0,0,0
ENSG00000109854,2797,247,268,320,295,335,436
ENSG00000185238,5467,130,190,208,155,212,233
ENSG00000165970,7114,0,0,0,0,0,0
ENSG00000165973,5309,0,0,0,0,0,0
ENSG00000171714,6900,0,0,0,0,0,0
ENSG00000091664,4219,0,0,0,0,0,0
ENSG00000183161,4269,123,130,152,146,180,232
ENSG00000148935,3529,5,3,8,6,7,14
ENSG00000198168,5263,186,265,300,239,240,284
ENSG00000255359,917,0,1,0,0,0,0
ENSG00000187398,8851,43,82,99,92,158,114
ENSG00000134343,7700,7,3,5,1,1,3
ENSG00000169550,3356,0,0,0,0,0,0
ENSG00000148942,7544,1,0,0,0,0,0
ENSG00000176971,1938,316,337,483,372,432,418
ENSG00000129151,2464,0,0,0,0,0,0
ENSG00000109881,3733,103,129,178,46,57,63
ENSG00000205213,6340,222,282,384,395,483,516
ENSG00000148943,4688,450,592,664,658,693,834
ENSG00000176697,7740,2254,2572,3227,2279,2715,3031
ENSG00000121621,4668,181,242,310,63,76,73
ENSG00000169519,5499,214,274,308,170,204,205
ENSG00000182255,4195,0,0,0,0,0,0
ENSG00000131808,1944,0,0,0,0,0,0
ENSG00000152219,5465,223,270,338,275,348,347
ENSG00000066382,8197,5,5,5,6,2,1
ENSG00000170959,13160,0,2,0,0,1,0
ENSG00000170946,7592,126,160,199,187,196,235
ENSG00000148950,2854,60,65,83,69,59,70
ENSG00000109911,2219,85,100,117,46,66,60
ENSG00000007372,14782,5,5,4,1,7,4
ENSG00000049449,7225,5656,6176,7699,5038,5642,6405
ENSG00000184937,4113,0,0,0,0,0,0
ENSG00000149100,7428,1372,1588,2003,1471,1800,2023
ENSG00000186714,7875,0,1,1,0,0,0
ENSG00000135378,5530,0,0,0,2,2,0
ENSG00000060749,10537,784,942,1017,709,866,909
ENSG00000121690,3326,68,72,82,56,67,83
ENSG00000176148,5370,317,408,505,209,227,226
ENSG00000280550,171,28,15,19,13,11,7
ENSG00000176102,4517,373,412,520,420,515,606
ENSG00000110422,7958,827,1031,1244,2283,2538,3037
ENSG00000110427,12318,424,534,667,339,372,426
ENSG00000205177,891,3,1,3,4,3,6
ENSG00000085063,4942,9961,11900,14825,13229,14705,17196
ENSG00000110429,12446,391,428,542,436,488,557
ENSG00000135363,3109,0,0,0,7,20,12
ENSG00000135387,7689,5653,6331,8463,7436,8646,10121
ENSG00000135372,5242,616,754,900,655,718,858
ENSG00000166016,4973,107,123,162,168,172,234
ENSG00000121691,3347,648,684,865,538,596,690
ENSG00000135374,4494,0,0,0,0,0,0
ENSG00000135373,4386,5,1,2,10,13,16
ENSG00000149089,5337,235,260,322,390,437,505
ENSG00000110435,3760,580,676,823,911,1002,1211
ENSG00000026508,10057,25520,29839,36974,41821,47004,54074
ENSG00000110436,12331,21,6,9,33,43,39
ENSG00000149090,3863,1324,1508,1938,3302,3815,4351
ENSG00000179431,2450,563,675,873,976,920,1275
ENSG00000166326,13077,1852,2470,2707,1039,1183,1285
ENSG00000179241,4575,176,201,280,147,155,189
ENSG00000110442,6592,342,446,555,415,439,519
ENSG00000135362,6616,39,36,63,48,50,89
ENSG00000175104,4871,148,198,228,132,175,167
ENSG00000166349,7815,22,10,30,5,8,15
ENSG00000175097,3502,1,0,0,1,0,0
ENSG00000166352,1474,91,88,123,102,104,131
ENSG00000148948,5356,0,1,1,0,1,0
ENSG00000166181,4651,1408,1670,1962,1104,1321,1613
ENSG00000052841,11284,851,1036,1255,1198,1303,1511
ENSG00000149084,8600,962,1121,1304,1198,1352,1566
ENSG00000166199,2372,177,239,256,155,206,247
ENSG00000187479,2373,13,11,14,445,322,594
ENSG00000205126,1867,0,0,0,0,0,0
ENSG00000110455,5826,17,28,44,51,45,41
ENSG00000151348,5286,2017,2384,3192,2568,2890,3307
ENSG00000052850,5750,0,0,0,0,1,0
ENSG00000085117,4054,1349,1527,1960,4462,4420,5745
ENSG00000157570,5871,17,19,30,6,11,5
ENSG00000175274,7345,1171,1279,1637,1876,2072,2463
ENSG00000019485,13954,101,103,115,101,113,139
ENSG00000019505,5424,0,0,0,0,0,0
ENSG00000175264,3478,7,7,7,10,11,15
ENSG00000181830,4505,805,927,1216,1398,1460,1864
ENSG00000121671,6200,318,345,484,341,339,407
ENSG00000121653,3498,197,243,291,253,255,304
ENSG00000234776,770,1,2,1,6,8,11
ENSG00000121680,3013,152,164,218,218,256,295
ENSG00000165905,3115,0,1,2,0,2,0
ENSG00000135365,11190,525,570,740,624,728,848
ENSG00000157613,4037,4134,4499,5876,4880,5615,5880
ENSG00000149091,10787,1018,1132,1601,1173,1303,1549
ENSG00000110492,2196,720,826,1038,1577,1736,1968
ENSG00000180720,1511,0,1,1,4,1,2
ENSG00000110497,7673,416,503,650,626,696,842
ENSG00000180423,2662,42,40,80,75,75,87
ENSG00000175224,7001,1036,1166,1451,2232,2545,3033
ENSG00000175220,6138,2142,2546,3282,2880,3217,3562
ENSG00000175213,3078,170,202,289,247,276,318
ENSG00000180210,2550,1,0,1,1,1,0
ENSG00000175216,8538,2639,2953,3756,1343,1664,1771
ENSG00000134569,8597,313,310,434,842,792,1109
ENSG00000149179,6693,238,286,377,230,291,333
ENSG00000149182,5918,737,835,984,685,792,846
ENSG00000165912,2752,221,236,312,95,136,153
ENSG00000134574,4897,292,366,433,436,506,515
